Student_ID,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Performance_Ratio,GPA_avg,Health_Risk_Proxy,Stress_Level_Proxy,Study_Hours_Proxy,Sleep_Quality_Proxy,Physical_Activity,Mental_Depression,Mental_Anxiety,Daily_Study_Hours,Social_Media_Hours,Transport_User,Avg_Attendance,Teacher_Consultancy,Health_Issues_Reported,Target_encoded,StudentWorker,Living_With_Family
12608,1,39,1,8014,0,1,133.1,1,37,37,9,9,97.0,0,0,0,1,0,1,35,0,0,6,8,6,10.83,0,0,6,7,6,11.5,0,10.8,1.4,1.74,Graduate,1.0,11.17,1,3.99,39.14,2,2,0,0,2.0,4.0,1,95,1,0.0,2,0,0
83512,1,17,6,9238,1,1,131.0,1,1,3,4,2,131.7,1,0,0,1,0,0,18,0,0,6,8,4,11.75,0,0,6,8,4,12.25,0,9.4,-0.8,-3.12,Dropout,0.67,12.0,1,7.81,33.2,2,1,1,1,1.0,2.0,0,41,1,0.0,0,0,1
23529,1,39,1,9500,1,19,133.1,1,37,37,9,6,120.0,0,0,0,0,0,1,39,0,0,7,14,3,11.5,0,0,7,9,2,10.5,0,16.2,0.3,-0.92,Dropout,0.43,11.0,2,1.07,44.43,2,1,0,0,1.0,4.0,1,90,1,0.0,0,0,1
59651,4,39,1,9991,0,1,120.0,1,37,37,9,9,110.0,0,0,0,1,0,0,37,0,0,5,14,2,10.0,0,0,5,7,3,11.33,0,12.7,3.7,-1.7,Enrolled,0.4,10.67,1,1.78,26.16,2,1,0,0,5.0,2.0,0,100,1,0.0,1,0,0
12098,1,39,1,9500,1,1,130.0,1,37,37,9,7,133.0,1,0,0,1,0,1,26,0,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,Graduate,0.86,13.7,1,7.09,43.62,1,0,1,0,1.0,2.0,1,87,1,0.0,2,0,0
84413,1,7,1,9085,1,3,140.0,1,19,20,4,90,140.0,1,0,0,1,0,0,32,0,0,5,8,1,14.0,2,0,5,12,0,0.0,4,10.8,1.4,1.74,Dropout,0.2,7.0,1,4.02,35.67,1,1,0,1,6.0,2.0,1,88,0,1.0,0,0,0
56532,2,39,1,8014,0,1,133.1,1,37,37,6,8,100.0,0,0,1,1,0,0,37,0,3,8,12,7,11.38,0,2,7,10,6,12.17,0,13.9,-0.3,0.79,Enrolled,0.88,11.77,1,6.96,52.08,2,2,1,0,3.0,3.0,1,90,1,0.0,1,0,0
58133,1,39,1,9085,1,1,140.0,1,37,19,191,163,129.3,1,0,1,1,0,0,28,0,0,6,17,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Enrolled,0.0,0.0,1,5.73,23.35,0,1,0,0,2.0,3.0,1,88,0,1.0,1,0,1
55235,1,1,1,9238,1,1,133.1,1,19,37,0,0,137.0,1,0,0,1,0,0,19,0,0,6,10,0,0.0,4,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,0.0,1,2.2,41.49,0,2,1,0,6.0,7.0,1,100,1,0.0,0,0,0
40055,1,1,5,9147,1,1,125.0,1,37,38,7,7,122.2,1,0,0,1,0,0,18,0,0,5,9,1,11.0,0,0,5,9,2,12.5,0,7.6,2.6,0.32,Enrolled,0.2,11.75,2,4.7,59.86,2,1,0,0,4.0,2.0,1,97,1,0.0,1,0,1
78955,1,1,1,9853,1,1,115.0,1,19,38,9,9,108.0,0,0,0,1,0,1,19,0,0,7,10,6,13.0,0,0,7,7,7,13.29,0,12.4,0.5,1.79,Graduate,0.86,13.14,1,3.68,42.15,2,1,0,0,4.0,3.0,1,80,0,0.0,2,0,1
98307,2,7,1,9670,1,3,110.0,1,37,37,7,7,110.0,0,0,0,1,0,0,32,0,4,11,15,8,13.6,0,2,8,10,8,15.11,0,13.9,-0.3,0.79,Graduate,0.73,14.36,1,6.96,31.08,2,1,0,1,2.0,3.0,1,100,1,0.0,2,0,0
38079,2,39,1,9147,1,1,140.0,1,37,37,9,9,127.7,1,0,0,1,0,0,31,0,0,5,8,3,11.0,0,0,5,9,2,11.5,0,7.6,2.6,0.32,Dropout,0.6,11.25,1,4.09,26.8,0,1,0,0,1.0,2.0,0,80,1,1.0,0,0,1
54476,1,39,1,9500,1,1,100.0,1,3,1,2,5,121.3,1,0,0,1,0,0,34,0,0,8,11,7,11.71,0,0,8,11,7,11.71,0,10.8,1.4,1.74,Enrolled,0.88,11.71,1,3.4,21.39,2,0,1,1,5.0,1.0,0,80,1,0.0,1,0,1
17112,1,1,3,171,1,1,145.0,1,1,1,3,3,140.1,1,0,0,1,0,0,20,0,6,12,12,12,13.25,0,4,11,14,11,14.33,0,8.9,1.4,3.51,Graduate,1.0,13.79,1,5.22,42.24,2,1,1,0,3.0,2.0,1,100,0,0.0,2,0,1
71423,1,39,1,9500,1,19,133.1,1,38,38,9,9,114.8,0,0,0,1,0,0,28,0,0,7,15,1,10.75,0,0,7,10,1,10.0,0,13.9,-0.3,0.79,Dropout,0.14,10.38,2,8.45,25.79,0,1,1,1,3.0,1.0,1,99,0,0.0,0,0,1
59964,1,44,1,9991,0,39,150.0,1,37,37,6,6,150.0,0,0,0,1,0,0,31,0,2,6,8,6,12.0,0,2,7,8,7,13.43,0,9.4,-0.8,-3.12,Enrolled,1.0,12.71,1,6.24,34.79,1,0,1,0,2.0,3.0,0,80,1,0.0,1,0,1
96040,1,1,1,9773,1,1,145.0,1,19,38,4,10,131.7,1,0,0,1,0,0,18,0,0,6,7,6,12.67,0,0,6,8,4,12.25,0,7.6,2.6,0.32,Enrolled,1.0,12.46,0,3.15,19.75,0,1,0,1,5.0,4.0,1,90,1,1.0,1,0,0
44330,4,39,1,8014,0,19,133.1,1,37,37,90,7,110.0,0,0,0,0,0,0,31,0,0,6,8,5,11.4,0,0,6,9,3,11.0,0,9.4,-0.8,-3.12,Dropout,0.83,11.2,1,2.13,12.48,2,1,0,0,2.0,2.0,1,70,1,0.0,0,1,0
43775,1,1,3,9773,1,1,110.0,1,19,19,5,5,105.5,1,0,0,1,0,0,19,0,0,6,6,6,13.0,0,0,6,8,5,12.4,0,12.4,0.5,1.79,Graduate,1.0,12.7,0,6.64,32.86,2,1,0,0,1.0,15.0,0,100,1,0.0,2,0,0
75163,1,1,1,9238,1,1,128.0,1,37,19,9,4,127.3,1,0,0,1,0,1,19,0,0,6,8,6,14.0,0,0,6,8,6,12.29,0,16.2,0.3,-0.92,Graduate,1.0,13.14,0,7.77,16.29,2,1,0,0,2.0,4.0,1,90,1,0.0,2,0,1
41381,2,39,1,9238,1,19,133.1,1,37,37,9,9,130.0,1,0,0,1,0,0,31,0,0,6,11,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Enrolled,0.0,0.0,1,8.04,25.05,1,2,0,0,3.0,2.0,1,99,0,0.0,1,0,1
58262,1,7,1,9085,1,3,130.0,1,1,19,9,10,130.0,0,0,0,1,0,0,34,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0.0,0.0,2,1.36,25.08,1,1,1,1,7.0,4.0,1,96,1,0.0,0,0,1
11640,1,16,1,9556,1,1,137.0,1,37,37,9,7,122.7,1,0,0,1,0,1,18,0,0,7,7,7,15.29,0,0,8,8,8,16.08,0,12.4,0.5,1.79,Graduate,1.0,15.68,1,8.54,31.75,0,0,1,1,6.0,3.0,1,40,0,0.0,2,0,0
93859,1,17,2,9254,1,1,123.0,1,37,37,7,7,113.9,1,0,0,1,0,0,18,0,0,6,6,6,13.17,0,0,6,6,6,12.67,0,11.1,0.6,2.02,Graduate,1.0,12.92,2,7.55,16.29,1,0,0,1,1.0,1.0,0,50,1,0.0,2,0,1
83269,1,1,1,9147,1,1,156.0,1,3,19,3,3,151.1,0,0,1,1,1,0,19,0,0,5,7,5,13.6,0,0,5,11,5,12.83,5,16.2,0.3,-0.92,Graduate,1.0,13.22,1,4.31,23.12,1,1,0,0,5.0,10.0,1,97,1,0.0,2,0,1
64849,1,17,2,9773,1,1,133.1,1,3,5,0,2,125.8,1,0,0,0,1,1,22,0,0,4,8,0,0.0,0,0,4,8,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,0.0,2,3.59,19.3,1,1,0,1,5.0,4.0,1,70,0,0.0,0,0,0
41851,2,43,1,9670,1,1,100.0,1,34,34,0,0,128.2,0,0,0,1,1,0,32,0,6,10,12,10,11.4,0,4,9,9,4,11.5,0,7.6,2.6,0.32,Graduate,1.0,11.45,0,5.27,11.3,2,2,0,1,4.0,3.0,0,100,1,1.0,2,0,0
96418,1,39,1,9147,1,1,140.0,1,37,3,9,2,135.1,0,0,0,1,1,0,61,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0.0,0.0,1,2.5,41.92,0,1,0,0,3.0,2.0,0,80,1,0.0,0,0,1
98804,1,39,1,9991,0,1,130.0,1,37,37,9,9,120.2,1,0,0,1,1,0,30,0,0,5,7,5,11.0,0,0,5,5,5,11.6,0,7.6,2.6,0.32,Graduate,1.0,11.3,1,9.65,24.3,2,2,0,0,5.0,3.0,0,100,1,0.0,2,0,0
85102,2,39,1,9991,0,1,133.1,1,37,37,9,9,132.8,0,0,1,0,1,0,45,0,0,5,9,0,0.0,0,0,5,11,0,0.0,0,12.4,0.5,1.79,Dropout,0.0,0.0,1,2.62,28.58,2,1,0,0,3.0,1.0,1,99,1,1.0,0,0,0
92866,1,44,1,9003,1,39,140.0,1,1,19,4,8,140.0,0,0,0,1,1,0,20,0,0,6,7,6,13.57,0,0,6,6,6,12.67,0,12.4,0.5,1.79,Graduate,1.0,13.12,1,9.82,39.69,2,1,0,0,4.0,2.0,1,100,1,0.0,2,0,0
88600,1,18,5,9500,1,1,137.0,1,19,1,1,10,129.3,0,0,0,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,0.0,0.0,0,8.51,5.04,0,2,1,0,3.0,3.0,1,86,1,0.0,0,0,0
57987,1,42,1,9119,1,1,120.0,1,3,1,2,9,108.2,1,0,0,1,1,0,26,0,4,10,14,4,11.25,0,4,11,11,4,12.0,0,7.6,2.6,0.32,Dropout,0.4,11.62,2,9.33,22.37,0,1,0,0,6.0,5.0,0,86,1,0.0,0,0,0
41164,1,17,4,9670,1,1,125.0,1,1,1,4,90,125.4,1,0,0,1,1,0,19,0,0,5,6,3,13.33,0,0,5,5,1,11.0,0,7.6,2.6,0.32,Dropout,0.6,12.17,1,6.21,34.22,2,1,0,0,3.0,1.0,1,98,0,0.0,0,0,0
49921,1,17,1,9773,1,1,130.0,1,19,37,9,9,140.2,0,0,0,1,1,1,19,0,0,6,6,6,12.0,0,0,6,7,6,11.67,0,16.2,0.3,-0.92,Graduate,1.0,11.83,0,8.49,13.13,1,1,0,0,2.0,2.0,1,100,1,0.0,2,0,1
74097,1,1,3,9773,1,1,115.0,1,38,1,9,4,116.1,1,0,0,1,1,0,19,0,0,6,6,6,12.5,0,0,6,7,5,13.0,0,12.4,0.5,1.79,Graduate,1.0,12.75,1,7.62,17.34,2,1,0,1,8.0,3.0,1,100,0,0.0,2,0,0
16188,1,1,1,9147,1,1,150.0,1,1,19,5,5,137.8,1,0,0,1,1,1,19,0,0,5,6,5,13.2,0,0,5,6,5,12.67,0,16.2,0.3,-0.92,Graduate,1.0,12.93,1,8.04,24.09,1,1,0,0,2.0,4.0,1,100,0,0.0,2,0,1
50228,1,1,3,9670,1,1,134.0,1,14,11,0,0,128.4,1,0,0,0,1,0,19,0,0,5,5,0,0.0,0,0,4,4,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,0.0,2,4.94,24.69,2,1,1,1,3.0,2.0,0,65,0,1.0,0,0,0
78755,1,39,1,9670,1,1,120.0,1,34,34,0,0,106.0,1,0,0,0,1,0,28,0,0,5,7,3,11.67,0,0,5,8,2,11.5,1,7.6,2.6,0.32,Dropout,0.6,11.58,0,6.18,30.57,2,1,0,0,4.0,4.0,1,97,0,1.0,0,0,0
59017,1,43,1,9147,1,1,141.0,1,37,37,9,9,130.2,0,0,0,1,1,0,24,0,10,15,16,15,13.47,1,10,14,14,14,13.64,0,9.4,-0.8,-3.12,Graduate,1.0,13.55,0,2.41,16.72,0,1,0,0,3.0,4.0,1,90,0,0.0,2,0,0
50337,1,1,1,9130,1,1,133.0,1,3,1,2,4,126.0,0,0,0,1,1,0,18,0,0,5,7,3,13.67,0,0,5,5,5,13.2,0,7.6,2.6,0.32,Graduate,0.6,13.43,1,3.74,34.25,2,1,0,0,2.0,3.0,1,99,0,1.0,2,0,1
83753,1,1,2,9119,1,1,149.0,1,38,38,5,5,141.0,0,0,0,1,1,0,18,0,0,5,9,2,11.67,0,0,5,9,2,12.5,2,7.6,2.6,0.32,Enrolled,0.4,12.08,0,1.33,28.58,0,0,0,0,1.0,2.0,0,98,1,0.0,1,0,0
55138,1,1,1,9773,1,1,121.0,1,1,3,3,7,113.0,1,0,0,1,1,1,18,0,0,6,7,6,11.67,0,0,6,12,5,10.2,0,12.4,0.5,1.79,Graduate,1.0,10.93,0,3.1,30.39,0,2,1,0,3.0,4.0,1,100,0,0.0,2,0,0
44543,1,44,1,9003,1,39,120.0,1,4,1,2,8,120.0,0,0,0,1,1,0,21,0,0,6,9,5,13.4,0,0,6,9,5,12.4,0,8.9,1.4,3.51,Graduate,0.83,12.9,1,8.72,46.29,2,1,0,0,2.0,4.0,0,90,1,0.0,2,0,1
19197,2,39,1,9991,0,1,148.0,1,19,37,9,5,130.9,0,0,0,0,1,0,28,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout,0.0,0.0,1,8.83,29.82,1,1,0,1,2.0,2.0,0,80,0,0.0,0,0,1
10920,1,39,1,9003,1,12,133.1,1,37,19,9,10,120.0,0,0,0,1,1,0,58,0,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,0.0,0.0,1,3.95,22.8,2,0,1,0,2.0,3.0,0,95,1,0.0,0,0,0
97894,2,39,1,9991,0,1,135.0,1,34,34,0,0,134.1,1,0,0,0,1,0,49,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,0.0,2,1.24,16.6,2,1,0,0,3.0,2.0,0,95,1,0.0,0,0,0
16075,1,39,1,9119,1,1,150.0,1,1,38,3,5,120.0,0,0,0,1,1,0,24,0,0,5,6,3,10.67,0,0,5,9,2,10.5,0,15.5,2.8,-4.06,Enrolled,0.6,10.58,1,2.14,34.25,0,2,0,0,3.0,1.0,0,98,1,0.0,1,0,0
20742,1,43,1,9670,1,1,130.0,1,34,34,0,0,114.8,0,0,0,1,1,0,25,0,0,5,5,4,13.75,0,0,5,5,4,14.75,0,7.6,2.6,0.32,Graduate,0.8,14.25,0,2.84,33.99,2,1,0,0,3.0,9.0,0,100,1,0.0,2,0,0
25803,4,42,1,9147,1,1,133.1,1,37,38,7,3,123.0,1,0,0,1,1,0,33,0,0,5,5,1,10.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,0.2,5.0,1,4.6,11.6,2,0,1,0,3.0,2.0,1,90,1,0.0,0,0,1
88108,2,39,2,9119,1,19,133.1,1,37,37,7,7,118.0,0,0,0,0,1,0,33,0,0,5,11,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,0.0,0.0,2,2.37,30.55,0,0,0,0,3.0,8.0,0,100,1,1.0,0,0,1
15923,2,43,1,9853,1,1,110.0,1,37,37,7,7,100.0,0,0,0,1,1,0,40,0,0,2,4,1,16.0,0,0,4,5,4,15.5,0,13.9,-0.3,0.79,Graduate,0.5,15.75,1,6.61,25.66,2,2,0,0,4.0,2.0,0,53,0,0.0,2,0,1
72416,2,39,1,9991,0,1,170.0,1,37,19,9,3,151.1,0,0,0,1,1,0,48,0,0,5,9,5,12.29,0,0,5,8,5,11.12,0,16.2,0.3,-0.92,Graduate,1.0,11.71,1,9.43,30.04,2,0,0,0,9.0,3.0,1,88,0,0.0,2,0,0
84622,1,17,3,9119,1,1,120.0,1,1,19,9,3,116.9,1,0,1,0,1,0,18,0,0,5,10,3,12.0,0,0,5,8,3,10.33,0,8.9,1.4,3.51,Enrolled,0.6,11.17,0,2.52,38.11,1,0,1,0,1.0,6.0,0,95,1,0.0,1,0,1
81811,1,39,1,9500,1,19,133.1,1,38,38,9,8,106.0,1,0,0,1,1,0,24,0,0,7,7,6,12.67,1,0,7,7,6,12.67,1,7.6,2.6,0.32,Graduate,0.86,12.67,1,7.07,39.02,0,1,0,0,1.0,4.0,1,90,0,0.0,2,0,1
65346,2,1,1,9085,1,1,139.0,1,19,19,192,144,127.1,0,0,0,1,1,1,23,0,0,5,6,5,11.8,0,0,5,7,4,13.25,1,10.8,1.4,1.74,Graduate,1.0,12.52,1,2.97,20.31,2,2,0,0,3.0,12.0,1,100,1,0.0,2,0,1
43967,1,39,1,9991,0,19,133.1,1,19,37,7,5,155.5,1,0,1,0,1,0,39,0,0,5,6,5,10.6,0,0,5,7,5,14.67,0,10.8,1.4,1.74,Dropout,1.0,12.63,1,8.89,32.3,2,1,0,0,1.0,10.0,1,100,1,0.0,0,0,0
22472,1,18,1,9003,1,1,133.1,1,1,38,9,6,101.0,0,0,0,1,1,0,21,0,5,11,16,9,11.9,0,3,9,14,8,12.25,0,15.5,2.8,-4.06,Graduate,0.82,12.08,2,2.17,34.22,2,1,0,0,3.0,2.0,0,100,1,0.0,2,0,0
63924,1,42,1,9119,1,6,120.0,1,35,35,6,6,128.2,1,0,0,1,1,0,34,0,4,6,8,4,11.25,0,1,5,8,2,10.5,0,7.6,2.6,0.32,Dropout,0.67,10.88,1,1.24,5.0,2,0,0,0,2.0,2.0,0,50,0,0.0,0,0,1
43078,2,39,1,9991,0,1,100.0,1,19,19,4,4,113.0,0,0,0,1,1,1,41,0,0,5,9,4,11.0,0,0,5,6,5,11.4,0,8.9,1.4,3.51,Enrolled,0.8,11.2,1,2.83,37.08,1,0,1,0,3.0,6.0,0,86,1,1.0,1,1,0
40274,1,1,1,9773,1,1,134.0,1,1,38,4,5,122.8,0,0,0,1,1,0,18,0,0,6,6,6,12.0,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,Graduate,1.0,12.25,1,9.46,23.83,2,1,0,0,2.0,1.0,0,98,1,0.0,2,0,0
55767,2,39,1,9991,0,1,130.0,1,38,38,9,3,145.6,0,0,0,1,1,0,34,0,0,5,10,4,11.75,0,0,5,10,4,10.83,0,13.9,-0.3,0.79,Enrolled,0.8,11.29,0,1.62,36.35,2,2,0,0,3.0,3.0,1,99,0,0.0,1,0,0
67736,1,1,1,9147,1,1,128.0,1,1,1,2,10,116.5,0,0,0,1,1,0,19,0,0,5,8,2,10.0,0,0,5,8,1,16.0,0,7.6,2.6,0.32,Dropout,0.4,13.0,1,3.54,38.39,1,1,0,1,5.0,3.0,0,95,0,1.0,0,0,1
94590,1,1,1,9500,1,1,154.0,1,19,19,3,3,142.0,0,0,0,1,1,0,19,0,0,8,8,7,13.71,0,0,8,8,7,13.71,0,12.7,3.7,-1.7,Graduate,0.88,13.71,1,3.16,19.14,2,0,0,1,3.0,5.0,1,96,1,0.0,2,0,1
91952,1,7,1,9003,1,4,150.0,1,1,1,4,6,150.0,0,0,0,1,1,0,28,0,0,6,14,6,14.88,0,0,6,12,6,15.8,0,16.2,0.3,-0.92,Graduate,1.0,15.34,1,8.59,38.47,2,2,0,0,5.0,10.0,0,89,1,0.0,2,0,1
22256,1,17,1,9070,1,1,134.0,1,1,1,5,0,133.3,1,0,0,1,1,0,18,0,0,6,7,5,10.8,1,0,6,6,0,0.0,0,7.6,2.6,0.32,Dropout,0.83,5.4,1,3.02,22.21,1,1,0,0,3.0,3.0,1,78,1,0.0,0,0,0
78636,1,1,1,9238,1,1,127.0,1,2,2,3,4,115.8,1,0,0,1,1,0,19,0,0,6,11,3,12.0,0,0,6,12,2,10.0,0,11.1,0.6,2.02,Dropout,0.5,11.0,1,3.16,30.05,2,0,0,1,1.0,2.0,1,99,0,0.0,0,0,0
45203,1,17,2,9085,1,1,133.1,1,19,38,9,1,100.0,1,0,1,0,1,0,19,0,0,6,10,5,12.5,0,0,6,19,2,13.5,0,12.4,0.5,1.79,Dropout,0.83,13.0,0,6.12,32.81,1,1,0,0,2.0,2.0,0,90,0,1.0,0,0,1
14779,1,17,1,9500,1,1,130.0,1,1,3,9,2,128.6,1,0,0,1,0,0,18,0,0,7,7,7,14.73,0,0,8,11,8,16.33,0,16.2,0.3,-0.92,Graduate,1.0,15.53,1,9.62,5.0,2,0,0,0,3.0,3.0,0,90,1,0.0,2,0,1
38851,1,1,1,9130,1,1,135.0,1,3,3,2,2,137.1,1,0,0,1,0,0,18,0,0,6,8,6,12.0,0,0,6,8,5,14.8,0,12.4,0.5,1.79,Graduate,1.0,13.4,1,9.21,38.63,2,0,0,0,2.0,3.0,0,98,1,0.0,2,0,0
21147,1,1,1,9773,1,1,143.0,1,1,3,3,3,149.0,1,0,0,1,0,0,18,0,0,6,8,6,11.43,0,0,6,7,6,11.0,0,11.1,0.6,2.02,Dropout,1.0,11.21,2,4.81,35.41,2,0,0,0,2.0,2.0,0,90,1,0.0,0,0,0
53593,1,44,2,9238,1,39,150.0,1,3,19,4,9,147.0,1,0,0,1,0,0,19,0,3,6,6,6,14.17,0,2,6,6,6,13.5,0,12.4,0.5,1.79,Graduate,1.0,13.83,2,7.73,18.67,1,0,1,0,2.0,3.0,0,100,0,0.0,2,0,1
29482,2,7,1,9238,1,3,150.0,1,37,37,191,192,150.0,0,0,0,1,0,0,31,0,1,6,12,5,12.5,0,0,6,10,5,14.6,0,12.7,3.7,-1.7,Graduate,0.83,13.55,2,6.95,30.87,2,1,1,0,4.0,2.0,1,75,1,0.0,2,0,0
44447,1,39,1,8014,0,1,130.0,1,37,37,9,8,103.5,0,0,0,1,0,1,33,0,0,6,6,6,14.17,0,0,6,6,6,14.33,0,12.7,3.7,-1.7,Graduate,1.0,14.25,1,5.35,37.88,2,1,1,1,4.0,4.0,1,100,0,0.0,2,0,1
25654,1,1,3,9500,1,1,113.0,1,3,1,134,135,107.8,1,0,0,1,0,1,20,0,0,7,10,5,14.46,0,0,7,8,6,13.55,0,12.4,0.5,1.79,Enrolled,0.71,14.0,1,7.09,53.23,1,1,1,1,2.0,1.0,1,95,0,0.0,1,0,1
21947,1,44,1,9085,1,39,130.0,6,19,1,6,4,130.0,1,0,0,1,0,0,22,1,0,6,12,5,12.8,0,0,6,19,2,11.5,0,12.4,0.5,1.79,Enrolled,0.83,12.15,1,6.19,26.41,1,1,1,0,3.0,12.0,0,53,1,1.0,1,0,0
25399,1,17,1,9254,1,1,115.0,1,1,19,3,3,109.4,1,0,0,1,0,0,19,0,0,6,8,6,12.67,0,0,6,8,5,13.4,0,11.1,0.6,2.02,Graduate,1.0,13.03,1,1.87,38.95,0,0,0,1,4.0,2.0,0,100,1,0.0,2,0,0
84547,1,1,3,9070,1,1,146.0,1,34,34,0,0,143.6,1,0,0,1,0,0,18,0,0,6,6,6,12.5,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Dropout,1.0,12.75,1,5.33,23.18,0,0,0,0,1.0,3.0,0,95,0,1.0,0,0,1
38921,1,17,3,9070,1,1,132.0,1,38,1,5,5,124.3,0,1,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0.0,0.0,1,5.84,37.08,2,2,1,1,1.0,5.0,1,95,1,0.0,0,0,1
30142,1,1,5,9670,1,1,116.0,1,19,38,9,9,119.5,1,0,0,0,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,0.0,0.0,1,7.81,44.65,0,0,1,1,5.0,1.0,0,100,0,0.0,0,0,1
35269,1,1,1,171,1,1,163.0,1,3,4,2,5,175.6,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate,,0.0,1,4.76,31.97,2,0,0,1,2.0,3.0,1,23,0,0.0,2,0,0
77893,1,17,2,9147,1,1,122.0,1,19,19,7,7,116.1,1,0,0,1,0,1,19,0,0,5,8,5,11.2,0,0,5,5,3,11.0,0,12.4,0.5,1.79,Graduate,1.0,11.1,0,7.27,42.51,0,2,0,0,2.0,3.0,0,53,1,0.0,2,0,0
33994,1,17,2,9238,1,1,136.0,1,1,3,3,4,126.6,1,0,0,1,0,0,18,0,0,6,6,6,16.5,0,0,6,7,6,17.43,0,11.1,0.6,2.02,Dropout,1.0,16.96,0,9.65,47.62,0,1,0,1,3.0,5.0,1,100,0,0.0,0,1,0
71018,1,17,1,9085,1,1,142.0,1,3,19,5,5,130.8,1,0,0,1,0,0,18,0,0,5,9,3,13.67,1,0,5,5,5,12.0,0,12.7,3.7,-1.7,Graduate,0.6,12.83,1,1.35,27.4,1,2,0,1,2.0,8.0,1,99,1,0.0,2,1,0
62102,1,17,6,9500,1,1,139.0,1,37,37,9,6,133.5,1,0,0,1,0,1,18,0,0,8,8,7,15.23,0,0,8,8,7,15.23,0,12.7,3.7,-1.7,Graduate,0.88,15.23,1,3.2,21.73,2,1,0,0,4.0,2.0,0,100,1,1.0,2,1,0
77731,1,53,1,9238,1,42,140.0,1,37,37,9,10,136.9,1,0,0,1,0,0,21,0,5,9,10,9,12.78,0,4,9,9,9,13.22,0,8.9,1.4,3.51,Graduate,1.0,13.0,1,7.26,29.39,2,1,0,0,6.0,10.0,0,80,0,0.0,2,0,1
78905,1,1,1,9500,1,1,165.0,1,19,37,5,5,142.3,0,0,0,1,0,1,18,0,0,8,8,7,14.43,0,0,8,8,7,14.43,0,12.7,3.7,-1.7,Graduate,0.88,14.43,2,9.71,14.08,2,1,1,0,6.0,3.0,0,90,1,0.0,2,0,1
13638,1,17,3,9670,1,1,122.0,1,1,38,3,3,114.3,1,0,0,1,0,0,18,0,0,6,8,6,13.88,0,0,6,7,6,13.71,0,11.1,0.6,2.02,Graduate,1.0,13.79,1,6.81,25.26,0,1,0,0,3.0,3.0,0,90,0,0.0,2,0,0
31161,1,1,2,9500,1,1,135.0,1,19,19,9,10,122.9,1,0,0,1,0,0,18,0,0,7,10,7,13.13,0,0,8,13,6,13.19,0,15.5,2.8,-4.06,Graduate,1.0,13.16,1,3.79,43.3,1,2,0,0,5.0,3.0,0,90,0,0.0,2,1,0
71873,1,17,1,9500,1,1,128.0,1,19,1,4,3,117.2,1,0,0,1,0,0,20,0,0,7,9,6,11.6,0,0,8,10,7,12.41,0,16.2,0.3,-0.92,Graduate,0.86,12.01,1,9.75,34.25,2,2,0,0,3.0,2.0,0,88,0,0.0,2,0,0
12744,1,17,1,9147,1,1,139.0,1,1,38,4,5,152.0,0,0,0,1,0,1,18,0,0,5,5,5,14.6,0,0,5,8,5,12.0,0,12.7,3.7,-1.7,Graduate,1.0,13.3,1,9.65,37.27,2,1,0,0,1.0,3.0,0,93,0,0.0,2,0,1
